Event	ID	Name			Wwise Object Path	Notes
	93749488	Play_AMB_Interior_LP			\Default Work Unit\Play_AMB_Interior_LP	
	96395413	Play_MUS_BGM_Interactive			\Default Work Unit\Play_MUS_BGM_Interactive	
	149137005	Play_AMB_Forest_LP			\Default Work Unit\Play_AMB_Forest_LP	
	584628495	Play_AMB_City_LP			\Default Work Unit\Play_AMB_City_LP	
	791217870	Play_AMB_DogBarks			\Default Work Unit\Play_AMB_DogBarks	
	958544762	Play_FLY_Footstep			\Default Work Unit\Play_FLY_Footstep	
	1947854728	Play_IMP_Wall_2D			\Default Work Unit\Play_IMP_Wall_2D	
	1964632347	Play_IMP_Wall_3D			\Default Work Unit\Play_IMP_Wall_3D	
	2159561926	Stop_AMB_Interior_LP			\Default Work Unit\Stop_AMB_Interior_LP	
	2823495579	Play_UI_Win			\Default Work Unit\Play_UI_Win	
	2948244008	Play_AMB_CityForestBlend			\Default Work Unit\Play_AMB_CityForestBlend	
	3340362146	Trigger_MUS_Pickup			\Default Work Unit\Trigger_MUS_Pickup	
	3369882767	Play_IMP_Pickup			\Default Work Unit\Play_IMP_Pickup	
	4165304245	Play_MUS_Main			\Default Work Unit\Play_MUS_Main	
	4193143717	Play_MVT_BallRolling_LP			\Default Work Unit\Play_MVT_BallRolling_LP	

Switch Group	ID	Name			Wwise Object Path	Notes
	3045844422	SWI_FootstepMaterial			\Default Work Unit\SWI_FootstepMaterial	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	SWI_FootstepMaterial			
	4248645337	Grass	SWI_FootstepMaterial			

State Group	ID	Name			Wwise Object Path	Notes
	530992273	STA_GameState			\Default Work Unit\STA_GameState	

State	ID	Name	State Group			Notes
	748895195	None	STA_GameState			
	1829294538	STA_GameState_Idle	STA_GameState			
	2087516798	STA_GameState_Win	STA_GameState			
	3716483651	STA_GameState_PickedUp	STA_GameState			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1573010119	RTPC_CollisionVelocityNormalized			\Default Work Unit\RTPC_CollisionVelocityNormalized	
	2653406601	RTPC_PlayerSpeed			\Default Work Unit\RTPC_PlayerSpeed	
	3045223865	RTPC_PlayerDistance			\Default Work Unit\RTPC_PlayerDistance	
	3709966389	RTPC_BallSpeed			\Default Work Unit\RTPC_BallSpeed	

Trigger	ID	Name			Wwise Object Path	Notes
	965785689	MUS_Pickup			\Default Work Unit\MUS_Pickup	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\SFX	
	695384145	RVB			\Default Work Unit\Master Audio Bus\RVB	
	712897226	MUS			\Default Work Unit\Master Audio Bus\MUS	
	1117531639	AMB			\Default Work Unit\Master Audio Bus\AMB	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	1985046648	RVB_LargeHall			\Default Work Unit\Master Audio Bus\RVB\RVB_LargeHall	

Effect plug-ins	ID	Name	Type				Notes
	115148276	FLY_Footstep_Grass_03	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Grass_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Grass\FLY_Footstep_Grass_03		47300
	123513959	MUS_BGM_132bpm_Idle_DrumsLo_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_DrumsLo_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_02\MUS_BGM_132bpm_Idle_DrumsLo_02		2094644
	173716311	AMB_City_LP	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\AMB_City_LP_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_City_LP		3072096
	215105259	FLY_Footstep_Concrete_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Concrete_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Concrete\FLY_Footstep_Concrete_02		384096
	223782888	IMP_Wall_2D	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\IMP_Wall_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\IMP_Wall_2D		192096
	299081843	MUS_BGM_132bpm_Win_DrumsLo_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Win_DrumsLo_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Win\MUS_BGM_Win_01\MUS_BGM_132bpm_Win_DrumsLo_01		3491008
	317336896	MUS_Stinger_132bpm_Am_Pickup_Random	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_Stinger_132bpm_Am_Pickup_04_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_Stinger_132bpm_Am_Pickup\MUS_Stinger_132bpm_Am_Pickup_Random		1396460
	356762521	MUS_BGM_132bpm_Idle_Synth_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_Synth_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_02\MUS_BGM_132bpm_Idle_Synth_02		2094644
	356880520	MUS_BGM_132bpm_PickedUp_Synth_03	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_Synth_03_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_03\MUS_BGM_132bpm_PickedUp_Synth_03		2094644
	361768503	FLY_Footstep_Concrete_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Concrete_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Concrete\FLY_Footstep_Concrete_01		384096
	376193323	FLY_Footstep_Concrete_04	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Concrete_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Concrete\FLY_Footstep_Concrete_04		384096
	376825196	MUS_BGM_132bpm_PickedUp_DrumsLo_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_DrumsLo_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_02\MUS_BGM_132bpm_PickedUp_DrumsLo_02		2094644
	379781787	MUS_BGM_132bpm_Idle_Piano_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_Piano_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_02\MUS_BGM_132bpm_Idle_Piano_02		2094644
	411483796	MUS_BGM_132bpm_PickedUp_DrumsHi_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_DrumsHi_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_02\MUS_BGM_132bpm_PickedUp_DrumsHi_02		2094644
	438989920	MUS_BGM_132bpm_Idle_Piano_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_Piano_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_01\MUS_BGM_132bpm_Idle_Piano_01		2094644
	472038755	MUS_Main_LP	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_Main_LP_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BasicLoop\MUS_Main_LP\MUS_Main_LP		9216096
	480614661	AMB_DogBark_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\AMB_DogBark_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_DogBarks\AMB_DogBark_02		1536096
	486742681	MUS_BGM_132bpm_PickedUp_DrumsLo_03	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_DrumsLo_03_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_03\MUS_BGM_132bpm_PickedUp_DrumsLo_03		2094644
	498252147	MUS_BGM_132bpm_PickedUp_Synth_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_Synth_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_01\MUS_BGM_132bpm_PickedUp_Synth_01		2094644
	505432651	FLY_Footstep_Grass_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Grass_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Grass\FLY_Footstep_Grass_02		47300
	514786370	MUS_BGM_132bpm_Win_DrumsHi_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Win_DrumsHi_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Win\MUS_BGM_Win_01\MUS_BGM_132bpm_Win_DrumsHi_01		3491008
	529320610	AMB_DogBark_04	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\AMB_DogBark_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_DogBarks\AMB_DogBark_04		1536096
	554351904	MUS_Stinger_132bpm_Am_Pickup_Random	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_Stinger_132bpm_Am_Pickup_03_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_Stinger_132bpm_Am_Pickup\MUS_Stinger_132bpm_Am_Pickup_Random		1396460
	557880412	FLY_Footstep_Grass_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Grass_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Grass\FLY_Footstep_Grass_01		47300
	567523311	AMB_Interior_LP	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\AMB_Interior_LP_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_Interior_LP		4992096
	594625187	MUS_Stinger_132bpm_Am_Pickup_Random	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_Stinger_132bpm_Am_Pickup_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_Stinger_132bpm_Am_Pickup\MUS_Stinger_132bpm_Am_Pickup_Random		1396460
	599393677	UI_Win	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\UI_Win_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Win		480096
	721423106	MUS_BGM_132bpm_PickedUp_DrumsLo_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_DrumsLo_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_01\MUS_BGM_132bpm_PickedUp_DrumsLo_01		2094644
	741593281	MUS_BGM_132bpm_PickedUp_Synth_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_Synth_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_02\MUS_BGM_132bpm_PickedUp_Synth_02		2094644
	766349313	FLY_Footstep_Concrete_03	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Concrete_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Concrete\FLY_Footstep_Concrete_03		384096
	781766012	MUS_Stinger_132bpm_Am_Pickup_Random	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_Stinger_132bpm_Am_Pickup_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_Stinger_132bpm_Am_Pickup\MUS_Stinger_132bpm_Am_Pickup_Random		1396460
	797152947	MUS_BGM_132bpm_PickedUp_Piano_03	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_Piano_03_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_03\MUS_BGM_132bpm_PickedUp_Piano_03		2094644
	797697480	MUS_BGM_132bpm_PickedUp_DrumsHi_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_PickedUp_DrumsHi_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_PickedUp\MUS_BGM_PickedUp_01\MUS_BGM_132bpm_PickedUp_DrumsHi_01		2094644
	852571445	MVT_BallRolling_LP	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MVT_BallRolling_LP_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\MVT_BallRolling_LP		408096
	893716648	MUS_BGM_132bpm_Win_Synth_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Win_Synth_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Win\MUS_BGM_Win_01\MUS_BGM_132bpm_Win_Synth_01		3491008
	901060277	AMB_DogBark_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\AMB_DogBark_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\AMB_DogBarks\AMB_DogBark_01		1536096
	1027642669	MUS_BGM_132bpm_Idle_DrumsHi_02	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_DrumsHi_02_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_02\MUS_BGM_132bpm_Idle_DrumsHi_02		2094644
	1039002410	FLY_Footstep_Concrete_05	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\FLY_Footstep_Concrete_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLY\FLY_Footstep\FLY_Footstep_Concrete\FLY_Footstep_Concrete_05		384096
	1070807779	MUS_BGM_132bpm_Idle_DrumsLo_01	C:\Users\david\Documents\projects\CTIN406L\projects\CTIN406L_RollABallWithAudio\CTIN406L_RollABallWithAudio_WwiseProject\.cache\Windows\SFX\MUS_BGM_132bpm_Idle_DrumsLo_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\MUS_BGM_Interactive\MUS_BGM_Idle\MUS_BGM_Idle_01\MUS_BGM_132bpm_Idle_DrumsLo_01		2094644

